item,year,gsdp,state
"Transport, storage, communication & services related to broadcasting",2013-14,71190,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2014-15,77521,Andhra_Pradesh
Railways,2011-12,376,Andhra_Pradesh
Railways,2012-13,449,Andhra_Pradesh
Railways,2013-14,285,Andhra_Pradesh
Railways,2014-15,336,Andhra_Pradesh
Road transport,2011-12,32072,Andhra_Pradesh
Road transport,2012-13,36447,Andhra_Pradesh
Road transport,2013-14,34417,Andhra_Pradesh
Road transport,2014-15,34548,Andhra_Pradesh
Water transport,2011-12,1319,Andhra_Pradesh
Water transport,2012-13,690,Andhra_Pradesh
Water transport,2013-14,466,Andhra_Pradesh
Water transport,2014-15,600,Andhra_Pradesh
Air transport,2011-12,937,Andhra_Pradesh
Air transport,2012-13,1744,Andhra_Pradesh
Air transport,2013-14,1515,Andhra_Pradesh
Air transport,2014-15,4153,Andhra_Pradesh
Services incidental to transport,2011-12,0,Andhra_Pradesh
Services incidental to transport,2012-13,0,Andhra_Pradesh
Services incidental to transport,2013-14,0,Andhra_Pradesh
Services incidental to transport,2014-15,0,Andhra_Pradesh
Storage,2011-12,63,Andhra_Pradesh
Storage,2012-13,97,Andhra_Pradesh
Storage,2013-14,80,Andhra_Pradesh
Storage,2014-15,89,Andhra_Pradesh
Communication & services related to broadcasting,2011-12,23049,Andhra_Pradesh
Communication & services related to broadcasting,2012-13,24120,Andhra_Pradesh
Communication & services related to broadcasting,2013-14,34427,Andhra_Pradesh
Communication & services related to broadcasting,2014-15,37794,Andhra_Pradesh
Financial services,2011-12,47701,Andhra_Pradesh
Financial services,2012-13,53134,Andhra_Pradesh
Financial services,2013-14,57079,Andhra_Pradesh
Financial services,2014-15,60393,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2011-12,129296,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2012-13,139146,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2013-14,147986,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2014-15,159651,Andhra_Pradesh
Public administration,2011-12,182188,Andhra_Pradesh
Public administration,2012-13,195575,Andhra_Pradesh
Public administration,2013-14,264724,Andhra_Pradesh
Public administration,2014-15,295424,Andhra_Pradesh
Other services,2011-12,155696,Andhra_Pradesh
Other services,2012-13,196428,Andhra_Pradesh
Other services,2013-14,237768,Andhra_Pradesh
Other services,2014-15,259186,Andhra_Pradesh
"Agriculture, forestry and fishing",2011-12,3899782,Andhra_Pradesh
"Agriculture, forestry and fishing",2012-13,5319539,Andhra_Pradesh
"Agriculture, forestry and fishing",2013-14,5545889,Andhra_Pradesh
"Agriculture, forestry and fishing",2014-15,6422978,Andhra_Pradesh
"Agriculture, forestry and fishing",2015-16,5923233,Andhra_Pradesh
"Agriculture, forestry and fishing",2016-17,6944503,Andhra_Pradesh
Crops,2011-12,2508626,Andhra_Pradesh
Crops,2012-13,3688187,Andhra_Pradesh
Crops,2013-14,3713058,Andhra_Pradesh
Crops,2014-15,4382636,Andhra_Pradesh
Crops,2015-16,3634239,Andhra_Pradesh
Crops,2016-17,4435505,Andhra_Pradesh
Livestock,2011-12,538480,Andhra_Pradesh
Livestock,2012-13,649537,Andhra_Pradesh
Livestock,2013-14,735973,Andhra_Pradesh
Livestock,2014-15,788243,Andhra_Pradesh
Livestock,2015-16,862852,Andhra_Pradesh
Livestock,2016-17,982547,Andhra_Pradesh
Forestry and logging,2011-12,584641,Andhra_Pradesh
Forestry and logging,2012-13,635319,Andhra_Pradesh
Forestry and logging,2013-14,730574,Andhra_Pradesh
Forestry and logging,2014-15,791463,Andhra_Pradesh
Forestry and logging,2015-16,852212,Andhra_Pradesh
Forestry and logging,2016-17,871261,Andhra_Pradesh
Fishing and aquaculture,2011-12,268035,Andhra_Pradesh
Fishing and aquaculture,2012-13,346496,Andhra_Pradesh
Fishing and aquaculture,2013-14,366283,Andhra_Pradesh
Fishing and aquaculture,2014-15,460636,Andhra_Pradesh
Fishing and aquaculture,2015-16,573930,Andhra_Pradesh
Fishing and aquaculture,2016-17,655191,Andhra_Pradesh
Mining and quarrying,2011-12,2648738,Andhra_Pradesh
Mining and quarrying,2012-13,2663875,Andhra_Pradesh
Mining and quarrying,2013-14,2861660,Andhra_Pradesh
Mining and quarrying,2014-15,2586328,Andhra_Pradesh
Mining and quarrying,2015-16,2536315,Andhra_Pradesh
Mining and quarrying,2016-17,2565292,Andhra_Pradesh
Manufacturing,2011-12,4116404,Andhra_Pradesh
Manufacturing,2012-13,4212453,Andhra_Pradesh
Manufacturing,2013-14,5168498,Andhra_Pradesh
Manufacturing,2014-15,5754229,Andhra_Pradesh
Manufacturing,2015-16,6084214,Andhra_Pradesh
Manufacturing,2016-17,6369453,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2011-12,498975,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2012-13,621278,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2013-14,703664,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2014-15,833067,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2015-16,954884,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2016-17,1028710,Andhra_Pradesh
Construction,2011-12,2059629,Andhra_Pradesh
Construction,2012-13,2074154,Andhra_Pradesh
Construction,2013-14,2314664,Andhra_Pradesh
Construction,2014-15,2402396,Andhra_Pradesh
Construction,2015-16,2595864,Andhra_Pradesh
Construction,2016-17,2783835,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2011-12,2035854,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2012-13,2436044,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2013-14,2769620,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2014-15,3149555,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2015-16,3472581,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2016-17,3831417,Andhra_Pradesh
Trade & repair services,2011-12,1838866,Andhra_Pradesh
Trade & repair services,2012-13,2218946,Andhra_Pradesh
Trade & repair services,2013-14,2533465,Andhra_Pradesh
Trade & repair services,2014-15,2886789,Andhra_Pradesh
Trade & repair services,2015-16,3186965,Andhra_Pradesh
Trade & repair services,2016-17,3518412,Andhra_Pradesh
Hotels & restaurants,2011-12,196989,Andhra_Pradesh
Hotels & restaurants,2012-13,217098,Andhra_Pradesh
Hotels & restaurants,2013-14,236155,Andhra_Pradesh
Hotels & restaurants,2014-15,262766,Andhra_Pradesh
Hotels & restaurants,2015-16,285617,Andhra_Pradesh
Hotels & restaurants,2016-17,313005,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2011-12,1347538,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2012-13,1560857,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2013-14,1771254,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2014-15,2034016,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2015-16,2288366,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2016-17,2560875,Andhra_Pradesh
Railways,2011-12,179466,Andhra_Pradesh
Railways,2012-13,233719,Andhra_Pradesh
Railways,2013-14,266785,Andhra_Pradesh
Railways,2014-15,341494,Andhra_Pradesh
Railways,2015-16,392608,Andhra_Pradesh
Railways,2016-17,443594,Andhra_Pradesh
Road transport,2011-12,693450,Andhra_Pradesh
Road transport,2012-13,802859,Andhra_Pradesh
Road transport,2013-14,892415,Andhra_Pradesh
Road transport,2014-15,973144,Andhra_Pradesh
Road transport,2015-16,1104364,Andhra_Pradesh
Road transport,2016-17,1235376,Andhra_Pradesh
Water transport,2011-12,41962,Andhra_Pradesh
Water transport,2012-13,42597,Andhra_Pradesh
Water transport,2013-14,42862,Andhra_Pradesh
Water transport,2014-15,50349,Andhra_Pradesh
Water transport,2015-16,50873,Andhra_Pradesh
Water transport,2016-17,53726,Andhra_Pradesh
Air transport,2011-12,3421,Andhra_Pradesh
Air transport,2012-13,7232,Andhra_Pradesh
Air transport,2013-14,5311,Andhra_Pradesh
Air transport,2014-15,15354,Andhra_Pradesh
Air transport,2015-16,16298,Andhra_Pradesh
Air transport,2016-17,19684,Andhra_Pradesh
Services incidental to transport,2011-12,80536,Andhra_Pradesh
Services incidental to transport,2012-13,87715,Andhra_Pradesh
Services incidental to transport,2013-14,98780,Andhra_Pradesh
Services incidental to transport,2014-15,117469,Andhra_Pradesh
Services incidental to transport,2015-16,121943,Andhra_Pradesh
Services incidental to transport,2016-17,134360,Andhra_Pradesh
Storage,2011-12,13967,Andhra_Pradesh
Storage,2012-13,15384,Andhra_Pradesh
Storage,2013-14,18233,Andhra_Pradesh
Storage,2014-15,22675,Andhra_Pradesh
Storage,2015-16,23106,Andhra_Pradesh
Storage,2016-17,26398,Andhra_Pradesh
Communication & services related to broadcasting,2011-12,334737,Andhra_Pradesh
Communication & services related to broadcasting,2012-13,371354,Andhra_Pradesh
Communication & services related to broadcasting,2013-14,446868,Andhra_Pradesh
Communication & services related to broadcasting,2014-15,513531,Andhra_Pradesh
Communication & services related to broadcasting,2015-16,579174,Andhra_Pradesh
Communication & services related to broadcasting,2016-17,647737,Andhra_Pradesh
Financial services,2011-12,796303,Andhra_Pradesh
Financial services,2012-13,910354,Andhra_Pradesh
Financial services,2013-14,962328,Andhra_Pradesh
Financial services,2014-15,1065147,Andhra_Pradesh
Financial services,2015-16,1192545,Andhra_Pradesh
Financial services,2016-17,1269519,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2011-12,1707147,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2012-13,1901721,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2013-14,2146627,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2014-15,2348714,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2015-16,2558724,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2016-17,2830137,Andhra_Pradesh
Public administration,2011-12,863077,Andhra_Pradesh
Public administration,2012-13,980808,Andhra_Pradesh
Public administration,2013-14,1390657,Andhra_Pradesh
Public administration,2014-15,1318221,Andhra_Pradesh
Public administration,2015-16,1333157,Andhra_Pradesh
Public administration,2016-17,1489687,Andhra_Pradesh
Other services,2011-12,1738239,Andhra_Pradesh
Other services,2012-13,1892760,Andhra_Pradesh
Other services,2013-14,1932774,Andhra_Pradesh
Other services,2014-15,2340603,Andhra_Pradesh
Other services,2015-16,2771634,Andhra_Pradesh
Other services,2016-17,3197566,Andhra_Pradesh
"Agriculture, forestry and fishing",2011-12,7816825,Andhra_Pradesh
"Agriculture, forestry and fishing",2012-13,8373465,Andhra_Pradesh
"Agriculture, forestry and fishing",2013-14,9030656,Andhra_Pradesh
"Agriculture, forestry and fishing",2014-15,9285716,Andhra_Pradesh
Crops,2011-12,5007937,Andhra_Pradesh
Crops,2012-13,5314252,Andhra_Pradesh
Crops,2013-14,5734357,Andhra_Pradesh
Crops,2014-15,5690972,Andhra_Pradesh
Livestock,2011-12,2034580,Andhra_Pradesh
Livestock,2012-13,2222010,Andhra_Pradesh
Livestock,2013-14,2445208,Andhra_Pradesh
Livestock,2014-15,2638842,Andhra_Pradesh
Forestry and logging,2011-12,715707,Andhra_Pradesh
Forestry and logging,2012-13,769611,Andhra_Pradesh
Forestry and logging,2013-14,758874,Andhra_Pradesh
Forestry and logging,2014-15,848245,Andhra_Pradesh
Fishing and aquaculture,2011-12,58601,Andhra_Pradesh
Fishing and aquaculture,2012-13,67592,Andhra_Pradesh
Fishing and aquaculture,2013-14,92217,Andhra_Pradesh
Fishing and aquaculture,2014-15,107657,Andhra_Pradesh
Mining and quarrying,2011-12,3682,Andhra_Pradesh
Mining and quarrying,2012-13,2057,Andhra_Pradesh
Mining and quarrying,2013-14,8707,Andhra_Pradesh
Mining and quarrying,2014-15,10354,Andhra_Pradesh
Manufacturing,2011-12,3750728,Andhra_Pradesh
Manufacturing,2012-13,4067078,Andhra_Pradesh
Manufacturing,2013-14,4419233,Andhra_Pradesh
Manufacturing,2014-15,4790341,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2011-12,714903,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2012-13,816016,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2013-14,856238,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2014-15,911611,Andhra_Pradesh
Construction,2011-12,1978423,Andhra_Pradesh
Construction,2012-13,2054740,Andhra_Pradesh
Construction,2013-14,2129015,Andhra_Pradesh
Construction,2014-15,2202962,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2011-12,2532467,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2012-13,2993141,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2013-14,3752484,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2014-15,4419919,Andhra_Pradesh
Trade & repair services,2011-12,2371685,Andhra_Pradesh
Trade & repair services,2012-13,2815726,Andhra_Pradesh
Trade & repair services,2013-14,3555016,Andhra_Pradesh
Trade & repair services,2014-15,4201252,Andhra_Pradesh
Hotels & restaurants,2011-12,160781,Andhra_Pradesh
Hotels & restaurants,2012-13,177415,Andhra_Pradesh
Hotels & restaurants,2013-14,197468,Andhra_Pradesh
Hotels & restaurants,2014-15,218667,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2011-12,1321324,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2012-13,1540246,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2013-14,1736148,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2014-15,1951809,Andhra_Pradesh
Railways,2011-12,190402,Andhra_Pradesh
Railways,2012-13,228932,Andhra_Pradesh
Railways,2013-14,215046,Andhra_Pradesh
Railways,2014-15,233389,Andhra_Pradesh
Road transport,2011-12,625062,Andhra_Pradesh
Road transport,2012-13,708851,Andhra_Pradesh
Road transport,2013-14,823463,Andhra_Pradesh
Road transport,2014-15,928575,Andhra_Pradesh
Water transport,2011-12,0,Andhra_Pradesh
Water transport,2012-13,0,Andhra_Pradesh
Water transport,2013-14,0,Andhra_Pradesh
Water transport,2014-15,0,Andhra_Pradesh
Air transport,2011-12,2464,Andhra_Pradesh
Air transport,2012-13,4658,Andhra_Pradesh
Air transport,2013-14,3967,Andhra_Pradesh
Air transport,2014-15,4473,Andhra_Pradesh
Services incidental to transport,2011-12,32147,Andhra_Pradesh
Services incidental to transport,2012-13,36862,Andhra_Pradesh
Services incidental to transport,2013-14,42676,Andhra_Pradesh
Services incidental to transport,2014-15,48124,Andhra_Pradesh
Storage,2011-12,48043,Andhra_Pradesh
Storage,2012-13,91143,Andhra_Pradesh
Storage,2013-14,64027,Andhra_Pradesh
Storage,2014-15,76429,Andhra_Pradesh
Communication & services related to broadcasting,2011-12,423205,Andhra_Pradesh
Communication & services related to broadcasting,2012-13,469800,Andhra_Pradesh
Communication & services related to broadcasting,2013-14,586969,Andhra_Pradesh
Communication & services related to broadcasting,2014-15,660819,Andhra_Pradesh
Financial services,2011-12,1464304,Andhra_Pradesh
Financial services,2012-13,1655979,Andhra_Pradesh
Financial services,2013-14,1836932,Andhra_Pradesh
Financial services,2014-15,2057520,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2011-12,2274674,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2012-13,2574058,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2013-14,2849529,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2014-15,3142786,Andhra_Pradesh
Public administration,2011-12,1269455,Andhra_Pradesh
Public administration,2012-13,1486914,Andhra_Pradesh
Public administration,2013-14,1629661,Andhra_Pradesh
Public administration,2014-15,1842730,Andhra_Pradesh
Other services,2011-12,2250644,Andhra_Pradesh
Other services,2012-13,2520089,Andhra_Pradesh
Other services,2013-14,2909626,Andhra_Pradesh
Other services,2014-15,3303041,Andhra_Pradesh
"Agriculture, forestry and fishing",2011-12,11910650,Andhra_Pradesh
"Agriculture, forestry and fishing",2012-13,13572561,Andhra_Pradesh
"Agriculture, forestry and fishing",2013-14,14418664,Andhra_Pradesh
"Agriculture, forestry and fishing",2014-15,15044394,Andhra_Pradesh
Crops,2011-12,7346942,Andhra_Pradesh
Crops,2012-13,8389344,Andhra_Pradesh
Crops,2013-14,8675414,Andhra_Pradesh
Crops,2014-15,7673441,Andhra_Pradesh
Livestock,2011-12,3113617,Andhra_Pradesh
Livestock,2012-13,3523365,Andhra_Pradesh
Livestock,2013-14,3962174,Andhra_Pradesh
Livestock,2014-15,5356257,Andhra_Pradesh
Forestry and logging,2011-12,1416986,Andhra_Pradesh
Forestry and logging,2012-13,1622443,Andhra_Pradesh
Forestry and logging,2013-14,1738606,Andhra_Pradesh
Forestry and logging,2014-15,1956660,Andhra_Pradesh
Fishing and aquaculture,2011-12,33105,Andhra_Pradesh
Fishing and aquaculture,2012-13,37408,Andhra_Pradesh
Fishing and aquaculture,2013-14,42470,Andhra_Pradesh
Fishing and aquaculture,2014-15,58036,Andhra_Pradesh
Mining and quarrying,2011-12,1841530,Andhra_Pradesh
Mining and quarrying,2012-13,3395874,Andhra_Pradesh
Mining and quarrying,2013-14,3716758,Andhra_Pradesh
Mining and quarrying,2014-15,4069385,Andhra_Pradesh
Manufacturing,2011-12,6666606,Andhra_Pradesh
Manufacturing,2012-13,5627437,Andhra_Pradesh
Manufacturing,2013-14,6015398,Andhra_Pradesh
Manufacturing,2014-15,6552580,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2011-12,763271,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2012-13,1059921,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2013-14,979452,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2014-15,1122888,Andhra_Pradesh
